Date,Location,Country,Text,Sentiment
Wed Nov 10 13:25:50 PST 2010,Québec,Canada,Indian Spiced Roasted Chicken. #recipes #chicken #dinner #food #delicious http://t.co/rci3bYpEYQ,pos
Mon Jan 23 17:34:43 PST 2012, Naked In The Rainforest,United States,- Oriental soup and naan bread and a avocado with kale smoothie for #Dinner . . . Yum yum in my tum tum :-),pos
Sat Dec 29 19:28:27 PST 2012,"Sydney, Australia",Australia,"The winner of last week's food fight, this fast and fabulous chicken tikka masala has only six ingredients! #dinner http://t.co/C9OnTgnjds",pos
Thu Jan 14 01:39:42 PST 2010,NIL,Egypt,Masala Thosai #breakfast #indian #cuisine #shiok #food #foodporn #sgfood #sgig @ Ghim Moh Market &… http://t.co/8twHMYWnGI,neutral
Fri May 04 19:17:13 PDT 2012,Mumbai,India,"Had masala oats in #breakfast, now feeling hungry :(",neutral
Thu Dec 02 18:45:33 PST 2010,Bangalore,India,Masala Dosa with Badam Milk! #Breakfast (@ Cafe Srinidhi) http://t.co/OMN8zWKykZ,pos
Tue Mar 03 03:46:31 PST 2009,LA,United States,Aloo gobi with brown rice for #dinner #homecooking #vegetarian http://t.co/lTKneGOf7v,neg
Mon Apr 06 00:48:40 PDT 2009,NIL,Egypt,"#Breakfast with BlueBerry crumble, Mascarpone #Cheese #Fried Eggs&Beacon, Indian #Curry Potatoes and Pea-Asfoetida Puff Pastries divine",neutral
Sat Feb 06 06:44:35 PST 2010,"Here, there and everywhere!",United States,"Sauted Mushrooms w garlicbutter bread, Biryani and raita for me. Rice, Oats, Soya nuggets, broken wheat and vegetables for Holly. #lunch",neutral
Mon Oct 04 22:12:57 PDT 2010,Karachi - Hyderabad,United States,Single #Biryani + Half Biryani + #Coke #Lunch,pos
Mon Mar 12 13:33:25 PDT 2012,"Abu Dhabi,UAE",Ukraine,Student Biryani #friday #lunch,neutral
Thu Jan 24 17:40:32 PST 2013,#Karachi,global,Boiled chanay with chaat masala. #Bliss #Lunch http://t.co/McjF4IoQ7B,pos
Thu Mar 31 22:56:08 PDT 2011,"Telford, Shropshire",United Kingdom,"Just made myself a lovely ham, cheese and caramelised red onion chutney sandwich!!! Yummmm #lunch",neg
Wed Jun 10 17:34:07 PDT 2009,"Bangalore, India",India,Idli upma with onions. #South Indian #breakfast using leftover idlis. @ http://t.co/sNR8T8btba http://t.co/QzkNDpec5M,neg
Fri Feb 25 09:44:20 PST 2011,"Bangalore, India",India,indian #lunch @ http://t.co/sNR8T8btba http://t.co/uPH5q8P2w8,neutral
Sun May 10 07:46:34 PDT 2009,"Muscat, Sultanate of Oman",Oman,"How about Biryani Rice"" for dinner tonight? Bookings: http://t.co/9KKCAyr49Y #Dinner #Meal #Rice http://t.co/bRRrN6rw7q""",neg
Tue Nov 29 16:28:42 PST 2011,New York,United States,Indian breakfast take 2: #masaladosa from our fav place warnhart  #indianfood #breakfast #handmade… http://t.co/L06Ak2lBjt,pos
Fri Nov 09 05:30:20 PST 2012,Hasheart,United States,The best Cheese naan I had in my life :) #dinner,pos
Sun Jul 17 21:10:05 PDT 2011,SFU Burnaby,United States,"Don't pack #lunch... today`s buffet features tandoori chicken, fish curry, channa massala, and more! #sfu",neutral
Sun Dec 25 15:40:13 PST 2011,"Lahore, اسلامی جمہوريہ پاکستان",Pakistan,Aalu ki Maa aur Mansoor ki daal ky baad pesh e khidmat hy.... ATGM: Anti Tank Guided Missile yani k Aalu Tamatar Gajar Mattar #Dinner \o/,neg
Fri May 10 14:37:42 PDT 2013,Indonesia,Indonesia,Indian food for late dinner !! #Indian #culinary #foodporn #culinarytour #dinner http://t.co/nZuxyhM0E5,pos
Thu Aug 23 21:22:24 PDT 2012,"Edmonton, London",United Kingdom,Masala mince #dinner http://t.co/G8ljRj5fyr,pos
Sat Sep 06 22:30:56 PDT 2008,United States,United States,Vegetable biryani rice w/ aloo gobhi + fresh naan. Mmmm!!! Starchy deliciousness!! #Lunch,pos
Tue Feb 09 13:02:40 PST 2010,"ÜT: 41.070048,-74.177361",United States,"Gourmet Grilled Cheese Sandwich with Brie, Granny Smith Apples and Apple Onion Chutney Recipe #Lunch http://t.co/0SeyH4dV3p",pos
Sat Feb 25 15:24:53 PST 2012,NIL,Egypt,Chicken Tikka Masala - http://t.co/0SoSH1viFr via @pinterest #foodie #chicken #dinner #comfortfood,neg
Wed Feb 29 16:37:00 PST 2012,"Midtown, New York City, NY",United States,Fast Online #dinner Reservations at 2 Darbar Grill Indian Restaurant Call Now to Reserve! 212-751-4600... http://t.co/oDXzkBgozi,neutral
Thu Aug 05 12:53:15 PDT 2010,By the Ocean...Florida,United States,"RT @AuroraeYoga: Gourmet Grilled Cheese Sandwich with Brie, Granny Smith Apples and Apple Onion Chutney Recipe #Lunch http://t.co/0SeyH4dV3p",pos
Mon Oct 31 15:08:37 PDT 2011,"Inwood, New York, NY",United States,Oldie but goodie...red dal #indianfood #vegan #dinner http://t.co/PoI1DB2CrN,pos
Mon Jul 15 17:44:56 PDT 2013,"Inwood, New York, NY",United States,Bindi masala #indianfood #vegan #dinner http://t.co/3txyDakL4a,neg
Tue Dec 04 16:56:56 PST 2012,"Centerport, NY",United States,"#Dinner: Red Lentil Dal with Wilted Turnip Greens, Brown Rice, Garlic Naan, Salad w Carrot Ginger Dressing #dinnertonight #vegan #vegetarian",neg
Mon May 20 09:58:16 PDT 2013,NIL,Egypt,Paper masala dosa #dosa #dinner #uddipi http://t.co/MMUa6Zc7vB,pos
Sun Mar 18 18:41:58 PDT 2012,Mumbai,India,Mouth watering #BreakFast #Bhajiya #VadaPav #Jelebi & #Malpaua n green chutney http://t.co/JGnhMyiINZ,neutral
Thu Aug 15 01:21:39 PDT 2013,Paris / gogtes,United States,RT @olisa: Oldie but goodie...red dal #indianfood #vegan #dinner http://t.co/PoI1DB2CrN,pos
Wed Apr 11 10:47:26 PDT 2012,NIL,Egypt,Perché il #buongiorno si vede dal mattino 😁 #morning #breakfast #colazione #top #cornetti #croissant… http://t.co/zZzRhAPtNH,pos
Mon Apr 20 07:06:42 PDT 2009,NIL,Egypt,Anyone for some caviar jalebi and rabri? #food #dinner #friends #fun #goodtimes #weekend #fancy… http://t.co/YHH0SBe4tP,pos
Sun Jan 22 05:47:39 PST 2012,North London,United Kingdom,Masala Scrambled Eggs and @holtwhitesbaker baguette #breakfast http://t.co/uBBRgJW2WH,neg
Sun Jan 24 20:56:56 PST 2010,NIL,Egypt,#instafood#before#lunch @ Hanamasa Puri Mall http://t.co/2izFRh3COD,neutral
Tue Jan 20 13:07:54 PST 2009,"Dubai, United Arab Emirates",United Arab Emirates,"Because I left my lunch at home, hello biryani :)) 🍗🍗🍴🍴 #chickenbiryani #fave #lunch #pgmode http://t.co/uhEYUpdXWj",pos
Wed Mar 11 07:57:55 PDT 2009,Karachi - Pakistan,Pakistan,Daal Chawal #Lunch #burp http://t.co/woAcjzv8KA,pos
Fri Jun 10 21:24:14 PDT 2011,"KL - Melaka, Malaysia",Malaysia,Dalam cheese naan ni ada ayam tandoori #dinner #foodporn #instafood #dapdap #Malaysianfood #igers… http://t.co/JM1nwRrnzT,neg
Thu Oct 06 14:24:33 PDT 2011,London,United Kingdom,Roast duck flatbread with Fig & Balsamic chutney #Sandwich #Lunch duck sadly overdone :( http://t.co/TZgVCgMTf3,neg
Thu May 27 03:05:37 PDT 2010,"White Plains, NY",United States,Couple of leftover slices of masala bread becomes spicy French toast. #breakfast #nofilter http://t.co/L5TGk2Zm4F,pos
Tue Mar 26 20:34:20 PDT 2013,Miami and Everywhere,United States,Get to know the delicious Indian food that will be in #Miami during October http://t.co/fbhqtLWqLn #yummy #dinner,pos
Tue Apr 16 16:13:16 PDT 2013,US HISPANIC,United States,Get to know the delicious Indian food that will be in #Miami during October http://t.co/p9HdiJra2G #yummy #dinner,pos
Tue Jun 08 19:43:55 PDT 2010,Kashmir,"Iran, Islamic Republic of",#Kashmir #lunch #fun #instahub @ Vivanta by Taj - Dal View http://t.co/nsbTUUokqt,pos
Wed Jan 16 12:19:50 PST 2013,Karachi Pakistan,Pakistan,Daal Chawal ._. #Dinner,pos
Thu Aug 18 17:22:20 PDT 2011,"Vancouver, BC Canada",Canada,Melted pecorino romano #parma cheese on top a garlic naan and added tons of #spinach #breakfast… http://t.co/RHerxwzQns,neutral
Tue Mar 17 12:07:05 PDT 2009,"Lahore, Punjab, Pakistan",Pakistan,Tried masala dhosa fr da frst time today... Nyc... #masaladhosa #bombaychowpati #food #lunch #yummy… http://t.co/O2kC5bCcuo,neg
Fri Jun 12 22:17:10 PDT 2009,"Mumbai, India",India,"#Dinner 1.5 Roti, Bhindi ki sabzi, Squid pepper stir fry and an egg. Will have Yogurt later. #healthy Calories 347",pos
Tue Apr 21 13:02:31 PDT 2009,NIL,Egypt,"Chicken Carbonara, Basil-Rosemary-Lemon butter laced rice & Indian kidney bean curry #PersistentInnovates combo #dinner",neg
Wed Feb 02 12:48:34 PST 2011,Karachi - Hyderabad,United States,Chicken Karahi + Parathas + 7Up + Paan #Dinner #Alhamdolillah,pos
Mon Sep 19 08:06:37 PDT 2011,Fürth,Germany,Indian dinner. #foodporn #indian #punjabi #fürth #curry #instafood #yummie #dinner #indisch… http://t.co/p22tHOHCGw,neutral
Mon Aug 08 12:10:40 PDT 2011,NIL,Egypt,Happy Birthday My stylist#coiffeur#birthday #instagram#friends #dinner #party @ Dal Bambinello http://t.co/w3en7FrmLm,pos
Wed Feb 03 13:41:45 PST 2010,Miami ,United States,RT @PaoCaruso: Happy Birthday My stylist#coiffeur#birthday #instagram#friends #dinner #party @ Dal Bambinello http://t.co/w3en7FrmLm,pos
Thu Jun 07 09:30:42 PDT 2012,PRIVATE / F&F @rigon105,France,RT @PaoCaruso: Happy Birthday My stylist#coiffeur#birthday #instagram#friends #dinner #party @ Dal Bambinello http://t.co/w3en7FrmLm,pos
Tue Jun 04 05:40:54 PDT 2013,NIL,Egypt,Dhal Puri & Roti ❤️😍 #guyanese #dinner #love http://t.co/dPUpnFWv5J,pos
Sun May 02 20:56:11 PDT 2010,Canada,Canada,Indian for #dinner! http://t.co/lVBOefOeqG,neg
Mon Mar 30 18:38:24 PDT 2009,"Vancouver Island, BC",Canada,One of my all time faves and I think the first post I ever did:) masala sloppy joes. #dinner… http://t.co/BqJdhJGDRH,pos
Wed Feb 02 03:40:16 PST 2011,NIL,Egypt,No halwa puri please. #morning #breakfast,neutral
Fri Mar 22 06:41:12 PDT 2013,NIL,Egypt,Dosa and natu kodi pulusu for #breakfast . Quite delicious...What a day!!,pos
Sun Mar 29 10:38:54 PDT 2009,"Mumbai, India",India,Workout hard eat harder :D #breakfast puri chole :P,pos
Wed Jun 29 11:09:22 PDT 2011,"Taguig, Philippines",Philippines,Indian food for lunch! :) #Indian #food #lunch #savory #esquire @ Swagat Indian Cuisine http://t.co/eBVgfXzs6v,pos
Tue Nov 09 03:54:46 PST 2010,NIL,Egypt,Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue May 03 15:11:43 PDT 2011,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Apr 22 00:49:14 PDT 2009,Uruguay ,Uruguay,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Sep 04 09:09:11 PDT 2013,Ecuador,Ecuador,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue Sep 24 17:48:49 PDT 2013,Manchester is Red ,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Thu Feb 05 17:22:50 PST 2009,Honduras,Honduras,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat May 04 11:13:12 PDT 2013,Venezuela in da house,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri Oct 16 04:20:17 PDT 2009,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sun Sep 09 03:46:10 PDT 2012,TOMORROWLΔND,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Jan 21 12:07:07 PST 2013,"Mexico, D.F",Mexico,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Jun 04 19:57:38 PDT 2012,Tokyo,Japan,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Jan 28 14:04:15 PST 2012,mumbai,India,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Jun 12 06:13:24 PDT 2010,Foz do Iguaçu,Brazil,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri Jan 01 22:41:34 PST 2010,we are omnipresent,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Jul 06 06:31:28 PDT 2009,Colombia,Colombia,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sun Jul 19 08:58:54 PDT 2009,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Thu Mar 25 23:44:58 PDT 2010,Christian's bed - Panama ✈,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue Aug 13 09:11:29 PDT 2013,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Jun 23 18:45:25 PDT 2010,Guatemala,Guatemala,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Thu Jul 05 13:39:39 PDT 2012,Покровск,Russian Federation,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue Nov 29 22:23:37 PST 2011,Directioner,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Apr 06 20:19:59 PDT 2009,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Apr 11 10:47:26 PDT 2012,Toronto,Canada,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue Mar 10 12:01:23 PDT 2009,"Mumbai, India.",India,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Mar 16 07:36:05 PDT 2011,Bangalore-TN-74-INDIA ,India,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue Mar 17 13:02:24 PDT 2009,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sun Sep 23 19:36:58 PDT 2012,Vernasca,Italy,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Jun 29 05:23:11 PDT 2013,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri Nov 26 03:03:14 PST 2010,Chilangolandia,United States,"Masala chai #breakfast #chai #india Nice Sunday guys!❤️ @ Delhi, India http://t.co/5A4K925p1M",neutral
Sat Apr 11 19:13:30 PDT 2009,"Padova, Italy",Italy,secondo voi con questo freddo mi alzo dal letto per fare colazione? #breakfast http://t.co/7PQKQKXfDa,pos
Tue Jul 07 21:51:04 PDT 2009,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri Nov 26 03:03:14 PST 2010,Mumbai,India,South India Lunch at Ramanayak Udipi Matunga (C. R) #mumbai #instamumbai #food #lunch #south #indian… http://t.co/hXvJSEjjVV,pos
Tue Nov 24 05:57:50 PST 2009,in search of the lost clover,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sun Jul 19 08:58:54 PDT 2009,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Jan 21 12:07:07 PST 2013,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri Mar 08 11:12:46 PST 2013,Barrancabermeja - Colombia,Colombia,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Mar 18 09:49:33 PDT 2009,Lille,France,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sun Jan 24 20:56:56 PST 2010,"Mumbai, India",India,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Aug 14 20:30:47 PDT 2013,"New Delhi,India",India,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sun Feb 17 09:16:52 PST 2013,~ Tomorrowland ~,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Tue Jul 09 14:55:14 PDT 2013,United Kingdom,United Kingdom,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri Nov 26 03:03:14 PST 2010,Tomorrowland with my idols,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Thu Dec 30 00:44:15 PST 2010,Panamá,Panama,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Mar 05 05:27:01 PST 2012,manaus - am,Brazil,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Jul 14 03:58:46 PDT 2012,Male',Mali,Chicken tiker n garlic naan #dinner,pos
Sat Dec 18 16:28:57 PST 2010,Germany,Germany,#dinner #selfmade indian potato & lentil curry #eatclean @ToneItUp #friskyfall http://t.co/kcv4p5v4nb,pos
Sat Nov 03 23:59:44 PDT 2012,France,France,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Apr 11 23:58:27 PDT 2011,#EKC | #REBELXPARTY | #JTF,global,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Feb 23 16:52:37 PST 2013,"Ferrol,Galicia(españa)",Spain,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Wed Mar 25 05:37:09 PDT 2009,Mumbai,India,Kesar Pista Kulfi !! #kulfi #friends #dinner #food #foodporn #mehman-navazi #powai http://t.co/1rgYgZr5Ad,neutral
Tue Jun 23 04:11:32 PDT 2009,Kanjurmarg,India,RT @chaitanyagala: Kesar Pista Kulfi !! #kulfi #friends #dinner #food #foodporn #mehman-navazi #powai http://t.co/1rgYgZr5Ad,neg
Thu Aug 29 21:38:54 PDT 2013,NIL,Egypt,Paneer veg sizzlers! #instafood #instapic #yummy #dinner #weekend #SmallJoys http://t.co/mC7oj1IgdE,pos
Thu Jun 23 07:51:11 PDT 2011,México ,Mexico,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Fri May 21 22:50:17 PDT 2010,FAN DE NERVO♥,United States,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Jan 16 13:34:25 PST 2010,Karachi - Hyderabad,United States,Chanay ki daal + Roti + Cocktail #Dinner,neg
Wed May 06 18:52:02 PDT 2009,basingstoke,United Kingdom,Indian ordered #lazysunday #takeaway #dinner #ringsting,neg
Thu Oct 27 22:06:20 PDT 2011,¿Misueño?Tomorrowland2015-16,Japan,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Mon Feb 21 07:40:22 PST 2011,NIL,Egypt,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Sat Oct 29 19:17:50 PDT 2011,"Albalá, Cáceres",Spain,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Thu Dec 20 10:45:07 PST 2012,London,United Kingdom,"RT @Deenakakaya: Rushed, tired, got to eat. Masala scrambled eggs #lunch #vegetarian http://t.co/DODFcEIkBz",neg
Sun Aug 04 15:49:54 PDT 2013,"White Plains, NY",United States,Egg and mushroom biryani with curried pomegranate raita. #dinner http://t.co/YerrpoRd7Z,neg
Tue Mar 15 15:54:36 PDT 2011,Varsovia/Madrid/Logroño,United States,Indian in warsaw #yummy #dinner http://t.co/j9twtNS6KW,pos
Thu May 06 08:31:31 PDT 2010,"Montréal, Quebéc",Canada,Having some biryani and chana puriii #yummy #dinner #besttaste,pos
Fri Sep 27 14:29:13 PDT 2013,México':3,Chile,RT @nervomusic: Getting fat in India is fine by us!  #breakfast #bringiton http://t.co/e8N93A9xwb,neg
Thu Jun 13 06:32:59 PDT 2013,∞Reality Ruined My Life∞,United States,Indian buffet!!!! #IndianFood #FoodPorn #Dinner http://t.co/6ZENF43uXK,neutral
Thu Jun 13 06:32:59 PDT 2013,"iPhone: 19.122794,72.907901",United States,RT @chaitanyagala: Kesar Pista Kulfi !! #kulfi #friends #dinner #food #foodporn #mehman-navazi #powai http://t.co/1rgYgZr5Ad,neg
